major,researchExp,industryExp,toeflScore,greV,greQ,greA,univName,cgpaNorm
Computer Engineering,0,0,114.0,165.0,164.0,4.0,University of Texas Arlington,0.834
Biomedical Engineering,0,0,110.0,158.0,154.0,3.0,University of Texas Arlington,0.77
Aerospace Engineering,0,0,93.0,146.0,164.0,3.0,University of Texas Arlington,0.62
Electrical Engineering,0,0,106.0,153.0,158.0,4.0,University of Texas Arlington,0.69
Electrical Engineering,0,0,100.0,156.0,157.0,3.0,University of Texas Arlington,0.73
Computer Science,0,0,104.0,145.0,156.0,3.0,University of Texas Arlington,0.93
Civil Engineering,0,0,83.0,131.0,159.0,2.5,University of Texas Arlington,0.709
Computer Science,0,0,102.0,148.0,158.0,3.5,University of Texas Arlington,0.653
Electronics and Communication,0,18,101.0,144.0,157.0,3.0,University of Texas Arlington,0.89
Industrial Engineering,0,0,89.0,141.0,150.0,3.0,University of Texas Arlington,0.8300000000000001
Computer Science,0,0,80.0,140.0,162.0,3.0,University of Texas Arlington,0.745
Electrical Engineering,0,0,98.0,143.0,157.0,3.0,University of Texas Arlington,0.79
Computer Science,0,0,109.0,147.0,156.0,3.5,University of Texas Arlington,0.81
Computer Science,0,0,90.0,144.0,151.0,3.5,University of Texas Arlington,0.78
Mechanical Engineering,0,0,91.0,146.0,154.0,3.0,University of Texas Arlington,0.72
Mechanical Engineering,0,0,102.0,149.0,156.0,4.0,University of Texas Arlington,0.723
Computer Engineering,0,0,112.0,156.0,164.0,4.5,University of Texas Arlington,0.733
Computer Science,0,0,95.0,147.0,153.0,3.0,University of Texas Arlington,0.8400000000000001
Electrical Engineering,0,0,100.0,138.0,161.0,3.0,University of Texas Arlington,0.8720000000000001
Comp Science/Comp Networks/Comp Engg,0,0,85.0,149.0,160.0,3.0,University of Texas Arlington,0.76
Industrial Engineering,0,0,80.0,138.0,155.0,3.0,University of Texas Arlington,0.085
Mechanical Engineering,0,0,110.0,170.0,150.0,3.5,University of Texas Arlington,0.615
Computer Science,0,0,99.0,146.0,157.0,3.0,University of Texas Arlington,0.7
Industrial Engineering,0,0,82.0,145.0,159.0,3.0,University of Texas Arlington,0.53
Computer Engineering / Computer Networking / Computer Science,0,0,100.0,150.0,161.0,3.0,University of Texas Arlington,0.7
Computer Science,0,0,97.0,153.0,157.0,3.0,University of Texas Arlington,0.55
Computer Engineering,0,0,107.0,154.0,155.0,3.5,University of Texas Arlington,0.775
Computer Science,0,0,106.0,153.0,162.0,3.5,University of Texas Arlington,0.69
Computer Science,0,0,102.0,154.0,161.0,3.0,University of Texas Arlington,0.55
Biomedical Engineering,0,0,107.0,150.0,158.0,3.5,University of Texas Arlington,0.739
Computer Science,3,0,113.0,157.0,169.0,5.5,University of Texas Arlington,0.977
Electrical Engineering,0,0,95.0,146.0,156.0,3.5,University of Texas Arlington,0.9
Electrical Engineering,0,0,102.0,142.0,159.0,3.0,University of Texas Arlington,0.07
Electrical and Electronics,0,0,99.0,145.0,155.0,3.0,University of Texas Arlington,0.66
Computer Engineering,0,0,105.0,151.0,156.0,3.5,University of Texas Arlington,0.67
Aerospace Engineering,0,0,98.0,150.0,157.0,3.5,University of Texas Arlington,0.698
Electronics and Communication,0,0,99.0,149.0,156.0,3.5,University of Texas Arlington,0.71
Aerospace Engineering,0,0,95.0,148.0,153.0,3.0,University of Texas Arlington,0.6
Computer Science,0,0,108.0,158.0,164.0,4.0,University of Texas Arlington,0.771
Computer Science,0,0,112.0,149.0,162.0,4.0,University of Texas Arlington,0.7509999999999999
Computer Science,0,0,101.0,147.0,165.0,4.0,University of Texas Arlington,0.62
Electrical Engineering,0,0,98.0,149.0,159.0,3.0,University of Texas Arlington,0.72
Electrical Engineering,0,0,91.0,147.0,161.0,3.0,University of Texas Arlington,0.74
Computer Science,0,0,109.0,154.0,160.0,3.0,University of Texas Arlington,0.74
Computer Science,0,0,95.0,143.0,162.0,3.0,University of Texas Arlington,0.85
Computer Science,0,57,85.0,146.0,150.0,3.0,University of Texas Arlington,0.79
Mechanical Engineering,0,32,91.0,142.0,162.0,3.0,University of Texas Arlington,0.687
Computer Science,0,0,100.0,152.0,163.0,3.0,University of Texas Arlington,0.829
Computer Science,0,0,95.0,148.0,163.0,2.5,University of Texas Arlington,0.62
Mechanical Engineering,0,0,109.0,162.0,160.0,4.0,University of Texas Arlington,0.55
Electrical Engineering,0,0,99.0,160.0,166.0,3.0,University of Texas Arlington,0.61
Computer Science,0,20,100.0,152.0,164.0,3.5,University of Texas Arlington,0.59
Computer Science,0,29,91.0,147.0,161.0,3.0,University of Texas Arlington,0.79
Computer Science,0,0,98.0,150.0,159.0,4.0,University of Texas Arlington,0.828
Mechanical Engineering,0,0,83.0,144.0,156.0,2.5,University of Texas Arlington,0.65
Computer Science,0,27,102.0,152.0,159.0,3.0,University of Texas Arlington,0.63
Mechanical Engineering,0,0,92.0,156.0,152.0,3.0,University of Texas Arlington,0.66
Aerospace Engineering,0,0,113.0,158.0,159.0,3.5,University of Texas Arlington,0.8539999999999999
Computer Science,0,0,101.0,153.0,156.0,3.0,University of Texas Arlington,0.7261
Electronics and Communication,0,0,92.0,146.0,159.0,3.0,University of Texas Arlington,0.8699999999999999
Electronics and Communication,0,0,106.0,152.0,154.0,4.0,University of Texas Arlington,0.65
Mechanical Engineering,0,0,92.0,143.0,152.0,3.0,University of Texas Arlington,0.85
Computer Science,0,0,92.0,140.0,162.0,3.0,University of Texas Arlington,0.775
Electrical Engineering,0,0,82.0,150.0,155.0,3.0,University of Texas Arlington,0.72
Computer Science,0,0,104.0,151.0,163.0,3.5,University of Texas Arlington,0.62
Computer Science,0,0,101.0,152.0,163.0,3.5,University of Texas Arlington,0.76
Computer Science,0,0,84.0,143.0,159.0,3.0,University of Texas Arlington,0.74
Computer Science,0,0,96.0,146.0,160.0,3.5,University of Texas Arlington,0.8480000000000001
Computer Science,0,0,94.0,148.0,158.0,3.0,University of Texas Arlington,0.61
Mechanical Engineering,0,0,103.0,148.0,159.0,3.5,University of Texas Arlington,0.77
Computer Science,0,0,95.0,155.0,160.0,3.0,University of Texas Arlington,0.72
Computer Engineering,0,53,104.0,155.0,161.0,3.5,University of Texas Arlington,0.747
Electrical Engineering,0,0,90.0,147.0,158.0,3.0,University of Texas Arlington,0.8710000000000001
Electrical Engineering,0,0,101.0,158.0,160.0,3.5,University of Texas Arlington,0.62
Electrical Engineering,0,0,95.0,144.0,163.0,3.0,University of Texas Arlington,0.7483
Electrical Engineering,0,0,108.0,147.0,157.0,3.5,University of Texas Arlington,0.8300000000000001
Aerospace Engineering,0,0,87.0,150.0,159.0,2.5,University of Texas Arlington,0.65
Mechanical Engineering,0,0,96.0,150.0,161.0,3.0,University of Texas Arlington,0.62
Mechanical Engineering,0,24,98.0,151.0,152.0,3.0,University of Texas Arlington,0.71
Computer Science,0,0,106.0,151.0,160.0,3.5,University of Texas Arlington,0.783
Electrical Engineering,0,0,99.0,151.0,160.0,3.5,University of Texas Arlington,0.705
Industrial Engineering,0,0,102.0,149.0,155.0,3.0,University of Texas Arlington,0.53
Electrical Engineering,0,0,96.0,150.0,160.0,4.0,University of Texas Arlington,0.72
Electronics and Communication,0,26,109.0,145.0,168.0,3.0,University of Southern California,0.897
Computer Science,0,0,109.0,160.0,159.0,3.0,University of Southern California,0.86
Computer Science,0,0,109.0,150.0,160.0,3.0,University of Southern California,0.933
Industrial Engineering,0,0,105.0,151.0,161.0,3.0,University of Southern California,0.7536
Computer Science,0,0,100.0,158.0,166.0,3.0,University of Southern California,0.921
Mechanical Engineering,0,0,113.0,154.0,164.0,4.5,University of Southern California,0.84
Computer Science,0,0,110.0,156.0,161.0,4.0,University of Southern California,0.74
Computer Science,0,0,108.0,154.0,160.0,3.5,University of Southern California,0.73
Computer Science,0,0,109.0,153.0,160.0,3.5,University of Southern California,0.8300000000000001
Computer Science,0,0,117.0,161.0,162.0,4.0,University of Southern California,0.909
Electrical Engineering,0,0,98.0,153.0,164.0,3.0,University of Southern California,0.851
Computer Science,0,0,106.0,154.0,166.0,4.0,University of Southern California,0.792
Electrical Engineering,0,0,104.0,146.0,166.0,4.0,University of Southern California,0.75
Computer Science,0,47,105.0,160.0,162.0,3.0,University of Southern California,0.8630000000000001
Electrical Engineering,0,0,98.0,165.0,164.0,3.5,University of Southern California,0.877
Computer Science,0,0,91.0,148.0,164.0,3.0,University of Southern California,0.866
Electronics and Communication,0,0,114.0,159.0,163.0,3.5,University of Southern California,0.8300000000000001
Computer Science,0,0,107.0,153.0,164.0,4.0,University of Southern California,0.86
Computer Science,0,0,113.0,157.0,166.0,3.5,University of Southern California,0.9869999999999999
Chemical Engineering,0,0,112.0,154.0,165.0,4.0,University of Southern California,0.8229000000000001
Electrical Engineering,0,0,102.0,146.0,166.0,3.5,University of Southern California,0.8099999999999999
Computer Science,0,0,112.0,156.0,168.0,4.0,University of Southern California,0.913
Electrical & Computer Engineering,0,0,102.0,150.0,167.0,3.0,University of Southern California,0.8029999999999999
Computer Science,0,0,97.0,153.0,166.0,3.0,University of Southern California,0.674
Computer Science,0,63,112.0,156.0,159.0,4.0,University of Southern California,0.8415
Electrical Engineering,0,0,100.0,151.0,159.0,3.0,University of Southern California,0.865
Computer Science,0,0,116.0,159.0,164.0,3.5,University of Southern California,0.8800000000000001
Computer Science,0,33,101.0,152.0,165.0,3.0,University of Southern California,0.95
(MIS / MSIM / MSIS / MSIT),0,0,110.0,150.0,170.0,3.5,University of Southern California,0.8099999999999999
Electrical Engineering,0,0,99.0,159.0,166.0,3.5,University of Southern California,0.7367
Computer Science,0,0,103.0,156.0,165.0,3.0,University of Southern California,0.944
Computer Science,0,0,105.0,156.0,159.0,3.0,University of Southern California,0.65
Electrical Engineering,12,24,111.0,158.0,170.0,4.5,University of Southern California,0.9119999999999999
Aerospace Engineering,0,0,107.0,152.0,159.0,4.0,University of Southern California,0.865
Computer Science,0,0,107.0,167.0,164.0,3.5,University of Southern California,0.689
Computer Science,0,0,109.0,160.0,162.0,3.0,University of Southern California,0.76
Electrical Engineering,0,0,108.0,145.0,161.0,3.5,University of Southern California,0.834
Electrical Engineering,0,0,111.0,152.0,163.0,3.5,University of Southern California,0.917
Mechanical Engineering,0,0,111.0,158.0,155.0,4.0,University of Southern California,0.78
Computer Science,0,0,106.0,148.0,161.0,3.0,University of Southern California,0.7509999999999999
Computer Science,0,0,113.0,151.0,166.0,3.5,University of Southern California,0.841
Computer Science,0,29,110.0,155.0,170.0,4.0,University of Southern California,0.89
Computer Engineering,0,0,103.0,162.0,165.0,4.0,University of Southern California,0.901
Computer Science,12,0,102.0,152.0,164.0,3.5,University of Southern California,0.7143999999999999
Computer Science,0,0,104.0,156.0,166.0,3.5,University of Southern California,0.74
Computer Science,0,0,109.0,155.0,166.0,3.5,University of Southern California,0.8
Electronics and Communication,0,0,108.0,149.0,161.0,4.5,University of Southern California,0.978
Computer Science,0,0,105.0,150.0,168.0,3.5,University of Southern California,0.81
Computer Science,0,0,90.0,153.0,160.0,4.0,University of Southern California,0.78
Computer Science,0,0,111.0,151.0,159.0,4.5,University of Southern California,0.7
Computer Science,0,0,87.0,150.0,162.0,3.0,University of Southern California,0.8400000000000001
Computer Science,0,0,107.0,155.0,166.0,3.5,University of Southern California,0.908
Computer Science,0,0,111.0,147.0,161.0,3.5,University of Southern California,0.64
Computer Science,0,0,101.0,161.0,166.0,3.0,University of Southern California,0.77
Computer Science,0,0,118.0,165.0,170.0,4.5,University of Southern California,0.774
Computer Science,0,0,99.0,152.0,165.0,4.0,University of Southern California,0.9099999999999999
Computer Science,0,0,113.0,158.0,161.0,4.0,University of Southern California,0.68
Computer Science,20,0,103.0,153.0,162.0,3.5,University of Southern California,0.8550000000000001
Computer Science,0,0,106.0,158.0,166.0,3.5,University of Southern California,0.89
Computer Science,0,0,97.0,147.0,162.0,3.0,University of Southern California,0.77
Industrial Engineering,0,0,102.0,165.0,166.0,3.0,University of Southern California,0.92
Electrical Engineering,0,0,111.0,160.0,166.0,3.5,University of Southern California,0.78
Industrial Engineering,0,0,100.0,156.0,166.0,3.0,University of Southern California,0.61
Computer Engineering,0,0,108.0,164.0,166.0,3.5,University of Southern California,0.7757
Electrical Engineering,0,0,117.0,161.0,164.0,5.0,University of Southern California,0.9359999999999999
Computer Science,0,0,100.0,154.0,158.0,3.5,University of Southern California,0.8939999999999999
Computer Science,0,0,103.0,149.0,155.0,3.0,University of Southern California,0.67
Computer Science,0,0,112.0,150.0,165.0,3.5,University of Southern California,0.785
Computer Engineering / Computer Networking / Computer Science,0,30,115.0,155.0,167.0,4.0,University of Southern California,0.955
Electrical Engineering,0,0,113.0,158.0,166.0,4.0,University of Southern California,0.893
Computer Science,0,0,105.0,148.0,159.0,4.0,University of Southern California,0.73
Comp Science/Comp Networks/Comp Engg,0,0,110.0,158.0,165.0,4.0,University of Southern California,0.82
Computer Science,0,0,111.0,148.0,163.0,4.5,University of Southern California,0.925
Computer Science,0,24,115.0,157.0,162.0,4.0,University of Southern California,0.93
Computer Science,0,0,114.0,163.0,170.0,4.0,University of Southern California,0.764
Computer Science,0,0,109.0,155.0,167.0,4.5,University of Southern California,0.76
Mechanical Engineering,12,0,103.0,154.0,165.0,3.5,University of Southern California,0.9550000000000001
Computer Science,0,0,110.0,144.0,166.0,3.5,University of Southern California,0.917
Computer Science,0,0,105.0,156.0,161.0,3.5,University of Southern California,0.75
Electrical Engineering,0,0,95.0,154.0,161.0,4.0,University of Southern California,0.72
Electronics and Communication,0,0,103.0,156.0,166.0,3.5,University of Southern California,0.8220000000000001
CS,0,0,111.0,148.0,167.0,3.5,University of Southern California,0.795
Industrial Engineering,0,18,98.0,152.0,170.0,3.5,University of Southern California,0.7947
Computer Science,0,0,102.0,156.0,160.0,3.5,University of Southern California,0.8400000000000001
Computer Science,0,0,98.0,143.0,167.0,3.5,University of Southern California,0.7
Computer Science,0,0,108.0,161.0,168.0,3.5,University of Southern California,0.7140000000000001
Computer Science,0,0,104.0,154.0,163.0,4.0,University of Southern California,0.78
Electrical Engineering,0,12,114.0,153.0,163.0,4.0,University of Southern California,0.925
Computer Science,0,0,104.0,153.0,164.0,4.0,University of Southern California,0.962
Computer Science,0,0,112.0,152.0,156.0,3.5,University of Southern California,0.7340000000000001
Computer Science,0,0,105.0,148.0,163.0,3.5,University of Southern California,0.9279999999999999
Computer Science,0,0,103.0,159.0,170.0,3.0,University of Southern California,0.925
Electrical and Electronics,0,0,105.0,154.0,168.0,3.5,University of Southern California,0.923
Computer Science,0,0,105.0,155.0,158.0,3.0,University of Southern California,0.68
Computer Science,0,0,103.0,146.0,161.0,4.0,University of Southern California,0.7012
Electronics and Communication,0,0,109.0,155.0,167.0,4.5,University of Southern California,0.64
Computer Science,0,0,110.0,160.0,165.0,4.0,University of Southern California,0.85
Computer Science,0,0,105.0,151.0,164.0,3.5,University of Southern California,0.9109999999999999
Computer Science,0,0,107.0,154.0,163.0,3.0,University of Southern California,0.6968000000000001
Computer Science,0,0,108.0,167.0,154.0,3.0,University of Southern California,0.86
Computer Science,0,0,102.0,144.0,166.0,3.0,University of Southern California,0.65
Comp Science/Comp Networks/Comp Engg,0,0,111.0,153.0,163.0,4.0,University of Southern California,0.8417
Chemical Engineering,0,0,100.0,155.0,156.0,3.0,University of Southern California,0.65
Electronics and Communication,0,0,112.0,153.0,163.0,3.0,University of Southern California,0.8859999999999999
Electrical Engineering,0,0,104.0,153.0,166.0,3.0,University of Southern California,0.733
Computer Science,3,0,112.0,157.0,168.0,4.0,University of Southern California,0.867
Computer Science,0,0,115.0,169.0,166.0,4.0,University of Southern California,0.724
Electronics and Communication,0,0,117.0,160.0,162.0,4.0,University of Southern California,0.9099999999999999
Electrical Engineering,0,0,107.0,156.0,166.0,4.0,University of Southern California,0.7202
Electrical and Computer Engineering,0,0,104.0,162.0,164.0,3.5,University of Southern California,0.71
Computer Science,0,0,110.0,154.0,170.0,4.0,University of Southern California,0.78
Electrical Engineering,0,0,100.0,157.0,158.0,3.0,University of Southern California,0.74
Computer Science,0,0,101.0,148.0,156.0,3.0,University of Southern California,0.9075
Computer Science,0,0,107.0,162.0,160.0,3.5,University of Southern California,0.6859999999999999
Electrical Engineering,0,0,109.0,160.0,166.0,3.5,University of Southern California,0.8099999999999999
Computer Engineering,0,0,106.0,147.0,163.0,3.5,University of Southern California,0.901
Computer Science,0,0,106.0,158.0,163.0,4.0,University of Southern California,0.8400000000000001
Computer Science,0,48,100.0,145.0,165.0,3.0,University of Southern California,0.828
Electrical and Computer Engineering,0,0,115.0,166.0,167.0,4.0,University of Southern California,0.726
Electronics and Communication,0,0,117.0,159.0,164.0,4.5,University of Southern California,0.8539999999999999
Computer Science,0,29,96.0,144.0,160.0,4.0,University of Southern California,0.9380000000000001
Computer Science,0,0,109.0,155.0,159.0,3.5,University of Southern California,0.8
Computer Science,0,0,104.0,155.0,166.0,4.0,University of Southern California,0.813
Computer Science,0,0,92.0,160.0,158.0,3.5,University of Southern California,0.7058
Computer Science,0,0,110.0,150.0,163.0,3.5,University of Southern California,0.63
Civil Engineering,0,0,103.0,156.0,163.0,3.0,University of Southern California,0.8300000000000001
Computer Engineering,0,0,92.0,143.0,166.0,3.0,University of Southern California,0.87
Computer Science,0,0,105.0,156.0,168.0,3.0,University of Southern California,0.638
Mechanical Engineering,0,0,103.0,161.0,166.0,3.5,University of Southern California,0.9339999999999999
Computer Science,0,0,103.0,152.0,168.0,3.5,University of Southern California,0.9
Computer Engineering,0,0,107.0,153.0,161.0,4.0,University of Southern California,0.81
Electronics and Communication,0,0,107.0,156.0,166.0,3.5,University of Southern California,0.76
Computer Science,0,6,107.0,149.0,168.0,4.0,University of Southern California,0.901
Computer Science,0,0,116.0,162.0,162.0,3.0,University of Southern California,0.828
Computer Science,0,0,105.0,157.0,166.0,3.5,University of Southern California,0.967
Civil Engineering,0,0,109.0,165.0,163.0,4.0,University of Southern California,0.875
Computer Science,0,0,113.0,164.0,159.0,4.0,University of Southern California,0.892
Computer Science,0,24,110.0,151.0,163.0,3.5,University of Southern California,0.8699999999999999
Computer Science,0,0,98.0,150.0,156.0,4.0,University of Southern California,0.777
Computer Science,0,0,118.0,168.0,166.0,4.0,University of Southern California,0.735
Electrical Engineering,0,12,110.0,153.0,167.0,3.5,University of Southern California,0.8846999999999999
Computer Science,0,0,93.0,142.0,163.0,3.0,University of Southern California,0.72
Computer Science,0,0,117.0,155.0,166.0,4.5,University of Southern California,0.8460000000000001
Engineering Management,0,0,110.0,155.0,165.0,3.0,University of Southern California,0.783
Electrical Engineering,0,0,110.0,159.0,166.0,4.0,University of Southern California,0.73
Computer Science,0,0,111.0,158.0,166.0,5.0,University of Southern California,0.8
Electrical Engineering,0,0,115.0,161.0,164.0,3.5,University of Southern California,0.851
Computer Science,0,0,92.0,146.0,159.0,2.5,University of Southern California,0.81
Computer Science,0,0,100.0,156.0,160.0,3.5,University of Southern California,0.79
Computer Engineering / Computer Networking / Computer Science,0,0,106.0,160.0,158.0,4.0,University of Southern California,0.89
Computer Science,0,0,104.0,157.0,164.0,4.0,University of Southern California,0.64
Industrial Engineering,0,0,106.0,150.0,168.0,3.5,University of Southern California,0.85
Computer Science,0,0,112.0,153.0,158.0,3.5,University of Southern California,0.63
Computer Engineering,0,0,90.0,145.0,159.0,3.0,University of Southern California,0.9328
Computer Science,0,0,114.0,162.0,166.0,4.5,University of Southern California,0.765
Computer Science,0,0,99.0,165.0,160.0,4.0,University of Southern California,0.8
Computer Science,0,48,92.0,150.0,159.0,3.0,University of Southern California,0.79
Electronics and Communication,0,0,98.0,147.0,158.0,3.5,University of Southern California,0.7756000000000001
Chemical Engineering,0,0,114.0,162.0,158.0,4.5,University of Southern California,0.8099999999999999
Electrical Engineering,0,0,112.0,153.0,161.0,4.0,University of Southern California,0.82
Industrial Engineering,0,0,101.0,155.0,160.0,4.0,University of Southern California,0.75
Electrical and Computer Engineering,0,0,109.0,165.0,159.0,4.0,University of Southern California,0.9630000000000001
Computer Science,0,15,114.0,156.0,166.0,4.0,University of Southern California,0.7849999999999999
Computer Science,0,24,111.0,161.0,164.0,5.0,University of Southern California,0.7434000000000001
Computer Science,0,0,110.0,158.0,162.0,3.5,University of Southern California,0.752
Computer Science,0,0,112.0,159.0,163.0,4.0,University of Southern California,0.7669
Electronics and Communication,0,0,107.0,160.0,160.0,3.5,University of Southern California,0.867
Computer Science,0,0,107.0,149.0,160.0,4.0,University of Southern California,0.66
Computer Science,0,24,109.0,152.0,163.0,3.5,University of Southern California,0.77
Computer Science,0,0,108.0,153.0,163.0,4.0,University of Southern California,0.8368000000000001
Electronics and Communication,0,0,109.0,163.0,160.0,4.0,University of Southern California,0.7775
Computer Science,0,14,117.0,160.0,164.0,4.5,University of Southern California,0.755
Computer Science,0,0,106.0,152.0,156.0,4.0,University of Southern California,0.78
Electronics and Communication,0,0,101.0,143.0,163.0,3.0,University of Southern California,0.9269999999999999
Electrical Engineering,0,0,115.0,159.0,163.0,4.5,University of Southern California,0.907
Computer Science,0,41,112.0,158.0,161.0,4.0,University of Southern California,0.75
Computer Science,0,0,112.0,160.0,168.0,4.0,University of Southern California,0.78
Computer Engineering,0,0,99.0,151.0,153.0,3.5,University of Southern California,0.8
Computer Science,0,0,108.0,155.0,163.0,4.0,University of Southern California,0.78
Electrical Engineering,0,0,86.0,168.0,166.0,3.0,University of Southern California,0.835
Computer Science,0,0,104.0,162.0,162.0,3.5,University of Southern California,0.8220000000000001
Computer Science,0,0,97.0,155.0,166.0,3.0,University of Southern California,0.77
Electronics and Communication,0,0,107.0,156.0,161.0,3.5,University of Southern California,0.8800000000000001
Computer Science,0,24,116.0,163.0,161.0,4.0,University of Southern California,0.758
Computer Science,0,0,110.0,149.0,165.0,3.0,University of Southern California,0.9029999999999999
Computer Engineering / Computer Networking / Computer Science,0,0,114.0,158.0,168.0,4.0,University of Southern California,0.9480000000000001
Computer Science,0,0,100.0,142.0,163.0,3.5,University of Southern California,0.8625
Electrical and Computer Engineering,0,0,117.0,165.0,159.0,4.0,University of Southern California,0.9650000000000001
Computer Science,0,0,111.0,158.0,166.0,4.0,University of Southern California,0.81825
Computer Science,0,36,112.0,152.0,160.0,3.0,University of Southern California,0.853
Electrical Engineering,0,0,103.0,150.0,161.0,4.0,University of Southern California,0.8539999999999999
Computer Science,0,0,106.0,161.0,158.0,4.0,University of Southern California,0.81
Electrical Engineering,0,0,111.0,158.0,160.0,4.0,University of Southern California,0.8470000000000001
Computer Science,0,0,101.0,149.0,167.0,3.5,University of Southern California,0.843
Mechanical Engineering,0,0,114.0,152.0,159.0,4.0,University of Southern California,0.82
Computer Science,0,0,99.0,149.0,163.0,4.0,University of Southern California,0.9279999999999999
Computer Science,0,0,113.0,154.0,166.0,3.5,University of Southern California,0.95
Computer Science,0,0,110.0,159.0,162.0,3.0,University of Southern California,0.857
Electronics and Communication,0,0,112.0,153.0,164.0,4.0,University of Southern California,0.8720000000000001
Computer Science,0,0,104.0,155.0,162.0,3.0,University of Southern California,0.635
Computer Science,0,0,103.0,149.0,164.0,3.0,University of Southern California,0.83
Computer Science,0,0,107.0,149.0,166.0,3.5,University of Southern California,0.8
Electrical Engineering,0,0,110.0,157.0,155.0,3.5,University of Southern California,0.0942
Mechanical Engineering,0,0,110.0,151.0,164.0,4.0,University of Southern California,0.9339999999999999
Computer Science,0,0,107.0,163.0,166.0,3.5,University of Southern California,0.76
Computer Science,0,0,102.0,156.0,163.0,3.0,University of Southern California,0.65
Chemical Engineering,0,0,114.0,164.0,168.0,4.0,University of Southern California,0.751
Biomedical Engineering,8,0,111.0,158.0,166.0,3.5,University of Southern California,0.9119999999999999
Engineering Management,0,0,91.0,138.0,161.0,3.0,University of Southern California,0.7625
Computer Science,0,0,87.0,151.0,160.0,3.5,University of Southern California,0.794
Electronics and Communication,0,0,96.0,143.0,165.0,3.0,University of Southern California,0.89
Biomedical Engineering,0,3,115.0,160.0,167.0,4.0,University of Southern California,0.805
Computer Science,0,0,102.0,149.0,156.0,4.0,University of Southern California,0.8800000000000001
Industrial Engineering,0,0,101.0,152.0,163.0,3.5,University of Southern California,0.852
Computer Science,0,0,115.0,158.0,170.0,4.0,University of Southern California,0.8939999999999999
Computer Science,0,29,101.0,150.0,158.0,3.0,University of Southern California,0.9099999999999999
Computer Science,0,0,108.0,154.0,163.0,3.0,University of Southern California,0.78
Computer Science,0,0,111.0,163.0,166.0,4.0,University of Southern California,0.79
Electrical Engineering,0,0,113.0,160.0,164.0,4.5,University of Southern California,0.8800000000000001
CS,0,0,102.0,149.0,161.0,3.5,University of Southern California,0.8960000000000001
Computer Science,0,0,105.0,149.0,157.0,4.0,University of Southern California,0.757
Electrical Engineering,0,0,118.0,154.0,164.0,4.0,University of Southern California,0.6990000000000001
Computer Science,0,0,108.0,157.0,159.0,3.0,University of Southern California,0.93
Computer Science,0,0,118.0,159.0,163.0,4.5,University of Southern California,0.923
Computer Science,0,0,112.0,156.0,161.0,3.0,University of Southern California,0.76
Computer Science,0,0,110.0,153.0,160.0,4.0,University of Southern California,0.8960000000000001
Computer Science,0,0,102.0,153.0,160.0,3.0,University of Southern California,0.8939999999999999
Electrical Engineering,0,0,104.0,152.0,164.0,3.5,University of Southern California,0.8305
Computer Science,0,0,109.0,159.0,159.0,4.0,University of Southern California,0.82
Electrical and Electronics,0,0,113.0,163.0,159.0,4.0,University of Southern California,0.716
Computer Science,0,40,98.0,148.0,162.0,3.0,University of Southern California,0.79
Computer Science,0,0,84.0,148.0,160.0,3.5,University of Southern California,0.7502
Electrical Engineering,0,0,111.0,154.0,166.0,3.5,University of Southern California,0.706
Electronics and Communication,0,0,109.0,160.0,163.0,3.5,University of Southern California,0.73
Computer Science,0,0,103.0,160.0,166.0,4.0,University of Southern California,0.72
Computer Science,0,0,110.0,165.0,163.0,4.0,University of Southern California,0.67
Electrical Engg/ comp engg,0,0,116.0,158.0,166.0,4.0,University of Southern California,0.9099999999999999
Computer Science,0,0,115.0,159.0,170.0,4.0,University of Southern California,0.77
Computer Science,0,0,106.0,155.0,161.0,3.0,University of Southern California,0.7248
Computer Science,0,0,104.0,152.0,167.0,4.0,University of Southern California,0.7656000000000001
Computer Science,0,0,110.0,158.0,163.0,4.0,University of Southern California,0.8390000000000001
Computer Science,0,0,118.0,169.0,166.0,4.0,University of Southern California,0.786
Computer Science,0,0,119.0,170.0,166.0,4.5,University of Southern California,0.8800000000000001
Computer Science,0,0,104.0,154.0,166.0,3.5,University of Southern California,0.795
Electrical Engineering,0,0,114.0,153.0,169.0,4.5,University of Southern California,0.7432
Electronics and Communication,0,0,112.0,162.0,160.0,4.0,University of Southern California,0.784
Computer Science,0,0,106.0,154.0,162.0,4.0,University of Southern California,0.7998999999999999
Electrical Engineering,0,0,106.0,151.0,164.0,4.0,University of Southern California,0.815
Computer Engineering,0,0,111.0,157.0,159.0,4.0,University of Southern California,0.77
Computer Science,0,12,111.0,159.0,161.0,4.0,University of Southern California,0.8129000000000001
Computer Science,0,0,108.0,157.0,158.0,3.0,University of Southern California,0.8539999999999999
Computer Science,0,0,112.0,156.0,163.0,3.0,University of Southern California,0.8009999999999999
Computer Science,0,0,90.0,149.0,162.0,3.5,University of Southern California,0.859
Computer Science,0,0,102.0,151.0,154.0,3.0,University of Southern California,0.9
Electronics and Communication,0,0,108.0,161.0,164.0,4.0,University of Southern California,0.884
Electronics and Communication,0,0,101.0,152.0,168.0,3.5,University of Southern California,0.7642
Computer Science,0,0,112.0,154.0,164.0,4.0,University of Southern California,0.715
Computer Science,0,0,110.0,149.0,163.0,3.5,University of Southern California,0.8230000000000001
Computer Science,0,24,103.0,146.0,158.0,3.0,University of Southern California,0.881
Information Technology,0,0,103.0,145.0,157.0,3.0,University of Southern California,0.8
