major,researchExp,industryExp,toeflScore,greV,greQ,greA,univName,cgpaNorm
Electrical and Computer Engineering,0,0,105.0,165.0,166.0,4.0,Virginia Polytechnic Institute and State University,0.76
Electrical Engineering,0,0,106.0,152.0,164.0,3.5,Virginia Polytechnic Institute and State University,0.9279999999999999
Computer Science,0,0,105.0,164.0,166.0,3.5,Virginia Polytechnic Institute and State University,0.9400000000000001
Computer Engineering,0,0,93.0,158.0,159.0,3.5,Virginia Polytechnic Institute and State University,0.7008
Electronics and Communication,0,0,108.0,163.0,164.0,3.0,Virginia Polytechnic Institute and State University,0.77
Computer Science,0,0,114.0,163.0,165.0,5.0,Virginia Polytechnic Institute and State University,0.8380000000000001
Computer Engineering,0,0,104.0,158.0,168.0,3.0,Virginia Polytechnic Institute and State University,0.8550000000000001
Computer Science,36,48,98.0,141.0,167.0,3.0,Virginia Polytechnic Institute and State University,0.85
Industrial Engineering,0,0,111.0,166.0,166.0,3.5,Virginia Polytechnic Institute and State University,0.9255000000000001
Computer Engineering / Computer Networking / Computer Science,0,0,111.0,157.0,166.0,3.0,Virginia Polytechnic Institute and State University,0.755
Civil Engineering,0,0,110.0,154.0,164.0,3.0,Virginia Polytechnic Institute and State University,0.817
Mechanical Engineering,0,24,108.0,159.0,163.0,3.0,Virginia Polytechnic Institute and State University,0.859
Mechanical Engineering,0,0,114.0,159.0,169.0,4.5,Virginia Polytechnic Institute and State University,0.899
Industrial Engineering,0,0,113.0,163.0,166.0,4.5,Virginia Polytechnic Institute and State University,0.8099999999999999
Computer Engineering,0,0,105.0,166.0,166.0,4.0,Virginia Polytechnic Institute and State University,0.8519
Computer Science,0,0,105.0,154.0,166.0,3.0,Virginia Polytechnic Institute and State University,0.68
Civil Engineering,0,0,109.0,160.0,159.0,3.5,Virginia Polytechnic Institute and State University,0.805
Computer Science,0,0,101.0,155.0,169.0,4.0,Virginia Polytechnic Institute and State University,0.9480000000000001
Computer Engineering,0,0,107.0,158.0,166.0,3.0,Virginia Polytechnic Institute and State University,0.8059999999999999
Electronics and Communication,0,26,98.0,152.0,163.0,4.0,Virginia Polytechnic Institute and State University,0.8779999999999999
Electrical Engineering,0,0,100.0,150.0,166.0,4.0,Virginia Polytechnic Institute and State University,0.7905
Computer Engineering,0,0,93.0,165.0,166.0,3.0,Virginia Polytechnic Institute and State University,0.72
Mechanical Engineering,0,0,89.0,148.0,157.0,3.0,Virginia Polytechnic Institute and State University,0.8
Industrial Engineering,0,0,117.0,163.0,170.0,4.0,Virginia Polytechnic Institute and State University,0.7
Computer Engineering,0,0,114.0,162.0,166.0,3.5,Virginia Polytechnic Institute and State University,0.805
Electrical Engineering,0,0,118.0,164.0,169.0,4.5,Virginia Polytechnic Institute and State University,0.889
Mechanical Engineering,0,0,117.0,158.0,170.0,4.5,Virginia Polytechnic Institute and State University,0.986
Electronics and Communication,0,0,99.0,165.0,160.0,3.5,Virginia Polytechnic Institute and State University,0.8175
Mechanical Engineering,0,0,105.0,155.0,164.0,3.5,Virginia Polytechnic Institute and State University,0.857
Mechanical Engineering,12,6,105.0,158.0,170.0,4.0,Virginia Polytechnic Institute and State University,0.966
Mechanical Engineering,0,0,114.0,156.0,165.0,3.0,Virginia Polytechnic Institute and State University,0.9279999999999999
Civil Engineering,0,0,118.0,165.0,166.0,4.5,Virginia Polytechnic Institute and State University,0.601
Industrial Engineering,0,0,111.0,158.0,164.0,4.0,Virginia Polytechnic Institute and State University,0.8099999999999999
Mechanical Engineering,0,0,116.0,162.0,167.0,4.5,Virginia Polytechnic Institute and State University,0.76
Industrial Engineering,0,0,114.0,161.0,158.0,4.0,Virginia Polytechnic Institute and State University,0.7
Electronics and Communication,0,0,104.0,154.0,170.0,4.0,Virginia Polytechnic Institute and State University,0.908
Industrial Engineering,0,0,105.0,161.0,166.0,3.5,Virginia Polytechnic Institute and State University,0.8470000000000001
Electrical Engineering,0,0,114.0,165.0,166.0,5.0,Virginia Polytechnic Institute and State University,0.985
Industrial Engineering,0,14,111.0,152.0,167.0,3.0,Virginia Polytechnic Institute and State University,0.68
Electrical Engineering,0,0,115.0,164.0,166.0,4.5,Virginia Polytechnic Institute and State University,0.943
Computer Engineering,0,0,107.0,161.0,166.0,4.5,Virginia Polytechnic Institute and State University,0.922
Civil Engineering,0,0,104.0,153.0,170.0,3.5,Virginia Polytechnic Institute and State University,0.74
Computer Engineering / Computer Networking / Computer Science,0,0,117.0,161.0,159.0,4.0,Virginia Polytechnic Institute and State University,0.843
Civil Engineering,0,0,105.0,155.0,163.0,3.5,Virginia Polytechnic Institute and State University,0.8119999999999999
Computer Engineering,0,31,95.0,148.0,155.0,3.0,Virginia Polytechnic Institute and State University,0.8710000000000001
Industrial Engineering,0,0,108.0,153.0,166.0,5.0,Virginia Polytechnic Institute and State University,0.7
Mechanical Engineering,0,0,105.0,162.0,168.0,5.0,Virginia Polytechnic Institute and State University,0.922
Electrical Engineering,0,0,115.0,156.0,170.0,4.0,Virginia Polytechnic Institute and State University,0.961
Electrical Engineering,48,18,113.0,160.0,170.0,3.0,Virginia Polytechnic Institute and State University,0.85
Industrial Engineering,0,0,118.0,160.0,161.0,5.0,Virginia Polytechnic Institute and State University,0.9199999999999999
Computer Engineering,0,0,97.0,148.0,168.0,3.5,Virginia Polytechnic Institute and State University,0.881
Electronics and Communication,0,0,113.0,161.0,170.0,4.0,Virginia Polytechnic Institute and State University,0.7936
Mechanical Engineering,0,0,119.0,169.0,166.0,4.5,Virginia Polytechnic Institute and State University,0.85
Computer Science,0,0,115.0,168.0,166.0,4.0,Virginia Polytechnic Institute and State University,0.83
Mechanical Engineering,0,0,115.0,165.0,166.0,5.0,Virginia Polytechnic Institute and State University,0.67
Electrical Engineering,0,0,116.0,168.0,161.0,4.5,Virginia Polytechnic Institute and State University,0.7909999999999999
Electrical Engg/ comp engg,0,0,108.0,160.0,166.0,4.5,Virginia Polytechnic Institute and State University,0.68
Industrial Engineering,0,0,114.0,158.0,163.0,3.5,Virginia Polytechnic Institute and State University,0.9640000000000001
Electrical Engg/ comp engg,0,0,107.0,153.0,166.0,3.5,Virginia Polytechnic Institute and State University,0.73
Industrial Engineering,0,0,104.0,151.0,170.0,3.0,Virginia Polytechnic Institute and State University,0.8320000000000001
Computer Engineering,0,0,114.0,163.0,168.0,4.0,Virginia Polytechnic Institute and State University,0.8039999999999999
Industrial Engineering,0,0,113.0,158.0,166.0,4.0,Virginia Polytechnic Institute and State University,0.8550000000000001
Electrical and Computer Engineering,0,0,103.0,163.0,163.0,3.0,Virginia Polytechnic Institute and State University,0.733
Computer Engineering,0,0,107.0,150.0,169.0,4.0,Virginia Polytechnic Institute and State University,0.75
Industrial Engineering,0,0,105.0,152.0,163.0,3.5,Virginia Polytechnic Institute and State University,0.8699999999999999
Industrial Engineering,0,0,111.0,152.0,164.0,4.0,Virginia Polytechnic Institute and State University,0.8539
Electronics and Communication,0,0,108.0,158.0,166.0,3.5,Virginia Polytechnic Institute and State University,0.767
Mechanical Engineering,0,20,107.0,155.0,167.0,4.0,Virginia Polytechnic Institute and State University,0.9359999999999999
Computer Science,0,0,106.0,157.0,165.0,3.5,Virginia Polytechnic Institute and State University,0.8
Mechanical Engineering,0,0,109.0,154.0,164.0,3.0,Virginia Polytechnic Institute and State University,0.72
Computer Science,0,0,102.0,160.0,166.0,5.0,Virginia Polytechnic Institute and State University,0.73
Mechanical Engineering,0,0,114.0,161.0,161.0,3.5,Virginia Polytechnic Institute and State University,0.901
Electrical & Computer Engineering,0,0,113.0,164.0,170.0,4.0,Virginia Polytechnic Institute and State University,0.8640000000000001
Telecommunication,0,0,99.0,154.0,158.0,3.0,Virginia Polytechnic Institute and State University,0.8
Mechanical Engineering,0,0,116.0,160.0,164.0,4.0,Virginia Polytechnic Institute and State University,0.893
Civil Engineering,0,0,93.0,145.0,158.0,3.5,Virginia Polytechnic Institute and State University,0.834
Industrial Engineering,0,0,108.0,156.0,170.0,3.0,Virginia Polytechnic Institute and State University,0.8619999999999999
Industrial Engineering,0,24,113.0,159.0,170.0,4.0,University of Wisconsin Madison,0.77
Electrical Engineering,0,0,98.0,165.0,164.0,3.5,University of Wisconsin Madison,0.877
Electronics and Communication,0,0,117.0,162.0,166.0,4.0,University of Wisconsin Madison,0.89
Electrical Engg/ comp engg,0,0,113.0,160.0,166.0,4.5,University of Wisconsin Madison,0.7345
Electrical Engineering,12,24,111.0,158.0,170.0,4.5,University of Wisconsin Madison,0.9119999999999999
Computer Science,0,0,117.0,160.0,170.0,5.5,University of Wisconsin Madison,0.9570000000000001
Electronics and Communication,0,0,108.0,149.0,161.0,4.5,University of Wisconsin Madison,0.978
Computer Engineering,0,0,111.0,154.0,161.0,3.5,University of Wisconsin Madison,0.8779999999999999
Electronics and Communication,2,0,118.0,160.0,168.0,4.0,University of Wisconsin Madison,0.9490000000000001
Industrial Engineering,0,0,110.0,166.0,166.0,3.5,University of Wisconsin Madison,0.837
Electrical and Computer Engineering,0,0,111.0,164.0,166.0,4.0,University of Wisconsin Madison,0.97
Computer Engineering,0,0,101.0,163.0,163.0,4.0,University of Wisconsin Madison,0.975
Computer Engineering,0,0,106.0,147.0,163.0,3.5,University of Wisconsin Madison,0.901
Computer Science,0,0,118.0,167.0,168.0,5.5,University of Wisconsin Madison,0.933
Electrical Engineering,0,0,119.0,170.0,160.0,5.5,University of Wisconsin Madison,0.8079999999999999
Civil Engineering,0,0,90.0,151.0,160.0,3.5,University of Wisconsin Madison,0.64
Industrial Engineering,0,0,118.0,164.0,169.0,4.0,University of Wisconsin Madison,0.9029999999999999
Electrical Engineering,0,0,115.0,161.0,164.0,3.5,University of Wisconsin Madison,0.851
Electrical Engineering,0,36,107.0,155.0,164.0,4.0,University of Wisconsin Madison,0.942
Industrial Engineering,0,0,108.0,161.0,167.0,4.0,University of Wisconsin Madison,0.8089999999999999
Industrial Engineering,0,0,109.0,155.0,163.0,3.0,University of Wisconsin Madison,0.8640000000000001
Engineering Management,0,0,116.0,163.0,166.0,3.0,University of Wisconsin Madison,0.7240000000000001
Computer Science,6,24,114.0,166.0,170.0,4.5,University of Wisconsin Madison,0.945
Electrical Engineering,0,0,115.0,159.0,163.0,4.5,University of Wisconsin Madison,0.907
Computer Science,0,0,117.0,156.0,161.0,4.0,University of Wisconsin Madison,0.853
Industrial Engineering,0,0,101.0,165.0,161.0,3.5,University of Wisconsin Madison,0.86
Computer Science,0,0,109.0,152.0,166.0,4.0,University of Wisconsin Madison,0.9039999999999999
Electrical and Computer Engineering,0,0,117.0,165.0,159.0,4.0,University of Wisconsin Madison,0.9650000000000001
Industrial Engineering,0,0,112.0,158.0,168.0,5.0,University of Wisconsin Madison,0.9
Computer Engineering,0,0,86.0,158.0,164.0,3.0,University of Wisconsin Madison,0.93
Mechanical Engineering,0,0,114.0,152.0,159.0,4.0,University of Wisconsin Madison,0.82
Computer Science,0,0,110.0,153.0,166.0,4.5,University of Wisconsin Madison,0.82
Computer Science,0,0,112.0,161.0,170.0,3.5,University of Wisconsin Madison,0.9560000000000001
Computer Science,0,0,113.0,154.0,166.0,3.5,University of Wisconsin Madison,0.95
Industrial Engineering,0,0,114.0,162.0,166.0,5.0,University of Wisconsin Madison,0.788
Electrical & Computer Engineering,0,0,112.0,156.0,162.0,4.0,University of Wisconsin Madison,0.9570000000000001
Electrical and computer science,0,0,113.0,161.0,166.0,4.5,University of Wisconsin Madison,0.9470000000000001
Computer Science,0,0,109.0,153.0,166.0,4.0,University of Wisconsin Madison,0.925
Electrical Engineering,0,0,113.0,159.0,169.0,3.0,University of Wisconsin Madison,0.923
Industrial Engineering,0,0,112.0,168.0,166.0,4.0,University of Wisconsin Madison,0.836
Electrical Engineering,0,0,110.0,161.0,163.0,3.5,University of Wisconsin Madison,0.797
Electrical Engineering,0,0,113.0,156.0,166.0,4.0,University of Wisconsin Madison,0.8079999999999999
Electronics and Communication,0,0,100.0,148.0,161.0,3.5,University of Wisconsin Madison,0.8699999999999999
Computer Science,0,0,108.0,157.0,166.0,3.5,University of Wisconsin Madison,0.991
Mechanical Engineering,0,0,95.0,143.0,162.0,3.0,University of Wisconsin Madison,0.7769999999999999
Industrial Engineering,0,0,105.0,146.0,166.0,4.0,University of Wisconsin Madison,0.9199999999999999
Computer Science,0,0,111.0,159.0,163.0,5.0,University of Wisconsin Madison,0.932
Electrical Engineering,0,0,108.0,152.0,162.0,4.0,University of Wisconsin Madison,0.9199999999999999
Computer Engineering,0,0,105.0,154.0,168.0,3.5,University of Wisconsin Madison,0.943
Computer Science,0,0,108.0,152.0,168.0,4.0,University of Wisconsin Madison,0.829
Computer Engineering,0,0,114.0,161.0,166.0,4.5,University of Wisconsin Madison,0.8
Industrial Engineering,0,34,105.0,153.0,170.0,3.5,University of Wisconsin Madison,0.7769999999999999
Electronics and Communication,6,12,105.0,154.0,166.0,4.0,University of Wisconsin Madison,0.9289999999999999
Industrial Engineering,0,0,106.0,155.0,159.0,3.5,University of Wisconsin Madison,0.837
Electrical & Computer Engineering,0,22,101.0,153.0,162.0,4.0,University of Wisconsin Madison,0.959
Electrical & Computer Engineering,0,0,106.0,152.0,164.0,4.0,University of Wisconsin Madison,0.875
Computer Science,0,0,118.0,154.0,170.0,4.0,University of Wisconsin Madison,0.9710000000000001
Industrial Engineering,0,0,111.0,157.0,164.0,3.5,University of Wisconsin Madison,0.8960000000000001
Industrial Engineering,0,0,108.0,152.0,163.0,4.0,University of Wisconsin Madison,0.57
Electrical Engg/ comp engg,0,0,106.0,159.0,166.0,4.5,University of Wisconsin Madison,0.7
Industrial Engineering,0,0,119.0,160.0,159.0,4.0,University of Wisconsin Madison,0.7
Civil Engineering,0,0,110.0,164.0,166.0,5.0,University of Wisconsin Madison,0.8119999999999999
Computer Science,0,34,117.0,169.0,170.0,4.5,University of Wisconsin Madison,0.9179999999999999
Industrial Engineering,0,16,106.0,153.0,161.0,3.0,University of Wisconsin Madison,0.58
Computer Science,0,0,110.0,160.0,166.0,4.0,University of Wisconsin Madison,0.89
Electrical Engineering,0,0,110.0,159.0,167.0,5.5,University of Wisconsin Madison,0.861
Computer Science,0,0,106.0,157.0,170.0,4.0,University of Wisconsin Madison,0.913
Electrical Engineering,0,0,105.0,150.0,163.0,3.5,University of Wisconsin Madison,0.8388
Computer Science,0,0,110.0,161.0,166.0,4.0,University of Wisconsin Madison,0.899
Chemical Engineering,0,0,112.0,162.0,169.0,5.0,University of Wisconsin Madison,0.922
Industrial Engineering,0,0,106.0,158.0,158.0,3.5,University of Wisconsin Madison,0.921
Computer Science,0,0,116.0,162.0,164.0,4.0,University of Wisconsin Madison,0.9349999999999999
Industrial Engineering,0,0,107.0,160.0,166.0,3.5,University of Wisconsin Madison,0.78
Industrial Engineering,0,0,113.0,158.0,166.0,4.5,University of Wisconsin Madison,0.8029999999999999
Electrical Engineering,0,0,110.0,145.0,170.0,4.0,University of Wisconsin Madison,0.9199999999999999
Electrical and computer science,0,0,114.0,162.0,166.0,3.5,University of Wisconsin Madison,0.8699999999999999
Electrical and Computer Engineering,0,0,111.0,162.0,166.0,4.0,University of Wisconsin Madison,0.8779999999999999
Mechanical Engineering,0,0,109.0,161.0,164.0,3.0,University of Wisconsin Madison,0.8699999999999999
Industrial Engineering,0,29,107.0,156.0,163.0,3.5,University of Wisconsin Madison,0.893
Industrial Engineering,0,0,109.0,151.0,161.0,3.5,University of Wisconsin Madison,0.754
Industrial Engineering,0,0,115.0,161.0,166.0,3.5,University of Wisconsin Madison,0.843
Electronics and Communication,0,0,108.0,164.0,166.0,4.0,University of Wisconsin Madison,0.7053
Mechanical Engineering,0,0,103.0,155.0,161.0,3.5,University of Wisconsin Madison,0.8278
Electrical Engineering,0,0,109.0,163.0,170.0,4.0,University of Wisconsin Madison,0.89
Computer Science,0,0,118.0,170.0,169.0,5.0,University of Wisconsin Madison,0.8
Computer Engineering,0,0,116.0,158.0,163.0,4.5,University of Wisconsin Madison,0.8240000000000001
Computer Science,0,41,103.0,151.0,163.0,3.0,University of Wisconsin Madison,0.8300000000000001
Mechanical Engineering,0,0,117.0,165.0,166.0,6.0,University of Wisconsin Madison,0.74
Industrial Engineering,0,0,109.0,157.0,168.0,3.0,University of Wisconsin Madison,0.8949999999999999
Computer Science,0,21,110.0,152.0,165.0,4.0,University of Wisconsin Madison,0.966
Electrical Engineering,0,0,108.0,162.0,164.0,4.0,University of Wisconsin Madison,0.8765000000000001
